count,percentage,itemid,label,abbreviation,linksto,category,unitname,param_type,lownormalvalue,highnormalvalue
5875,0.08028040065044205,227539,ART Blood Pressure Alarm Source,ART BP Alarm Source,chartevents,Alarms,,Text,,
5864,0.08013008841092634,224838,Temporary Ventricular Stim Setting mA,Temp Ventricular Stim Setting mA,chartevents,Cardiovascular (Pacer Data),mA,Numeric,,
5758,0.07868162501195665,223802,Nerve Stimulated,Nerve Stimulated,chartevents,Pain/Sedation,,Text,,
5753,0.07861330126672224,228753,Pressure ulcer #1- Drainage,Pressure ulcer #1- Drainage,chartevents,Skin - Impairment,,Text,,
5726,0.07824435304245637,226473,Blood Transfusion Consent,Blood Transfusion Consent,chartevents,General,,Checkbox,,
5721,0.07817602929722196,227537,ART Blood Pressure Alarm - High,ART BP Alarm - High,chartevents,Alarms,mmHg,Numeric,,
5718,0.0781350350500813,227538,ART Blood Pressure Alarm - Low,ART BP Alarm - Low,chartevents,Alarms,mmHg,Numeric,,
5640,0.07706918462442437,223773,PA Line cm Mark,PA Line cm Mark,chartevents,Hemodynamics,cm,Numeric,,
5639,0.0770555198753775,227588,GI #1 Tube Place Method,GI #1 Tube Place Method,chartevents,GI/GU,,Text,,
5561,0.07598966944972056,228803,Pressure ulcer #1- Dressing status,Pressure ulcer #1- Dressing status,chartevents,Skin - Impairment,,Text,,
5466,0.0746915182902666,228911,Altered Skin Integrity NCP - Expected outcomes,ASI NCP - Expected outcomes,chartevents,Care Plans,,Text,,
5354,0.07316106639701563,228914,Altered Skin Integrity NCP - Interventions,ASI NCP - Interventions,chartevents,Care Plans,,Text,,
5327,0.07279211817274976,220245,CO2 production,CO2 production,chartevents,Respiratory,ml/min,Numeric,,
5322,0.07272379442751534,224662,Current Used/mA,Current Used/mA,chartevents,Pain/Sedation,mA,Numeric,,
5296,0.07236851095229636,224101,Chest PT R/L,Chest PT R/L,chartevents,Treatments,,Text,,
5272,0.07204055697517116,228137,CHG Bath,CHG Bath,chartevents,Treatments,,Checkbox,,
5194,0.07097470654951422,224297,Cordis/Introducer Site Appear,Cordis/Introducer Site Appear,chartevents,Access Lines - Invasive,,Text,,
5180,0.07078340006285784,229093,Altered Skin Integrity NCP - Problem resolved,ASI NCP - Problem resolved,chartevents,Care Plans,,Text,,
5179,0.07076973531381096,229092,Altered Skin Integrity NCP - Plan revised,ASI NCP - Plan revised,chartevents,Care Plans,,Text,,
5176,0.0707287410666703,229371,Bladder Scan Estimate,Bladder Scan Estimate,chartevents,GI/GU,mL,Numeric,,
5163,0.07055109932906083,228601,Impaired Skin #2- Dressing Status,Impaired Skin #2- Dressing Status,chartevents,Skin - Impairment,,Text,,
5163,0.07055109932906083,227350,Cordis/Introducer Dressing Occlusive,Cordis/Introducer Dressing Occlusive,chartevents,Access Lines - Invasive,,Checkbox,,
5154,0.07042811658763887,224973,Surrounding Tissue #3,Surrounding Tissue #3,chartevents,Skin - Impairment,,Text,,
5151,0.07038712234049822,228733,Pressure ulcer #1- Wound Base,Pressure ulcer #1- Wound Base,chartevents,Skin - Impairment,,Text,,
5131,0.07011382735956054,224119,22 Gauge Site Appear,22 Gauge Site Appear,chartevents,Access Lines - Peripheral,,Text,,
5113,0.06986786187671663,224006,Emesis Appearance,Emesis Appearance,chartevents,GI/GU,,Text,,
5095,0.06962189639387273,225628,CK-MB fraction (%),CK-MB fraction (%),chartevents,Labs,None,Numeric,,
5068,0.06925294816960686,228565,Incision #1- Cleanse,Incision #1- Cleanse,chartevents,Skin - Incisions,,Text,,
5015,0.06852871647012203,223949,Ulnar Pulse L,Ulnar Pulse L,chartevents,Cardiovascular (Pulses),,Text,,
4992,0.0682144272420437,225744,Multi Lumen Line Discontinued,Multi Lumen Line Discontinued,chartevents,Access Lines - Invasive,,Text,,
4933,0.06740820704827756,228402,Neurological Symptoms,Neurological Symptoms,chartevents,Neurological,,Text,,
4906,0.0670392588240117,225312,ART BP Mean,ART BP Mean,chartevents,Routine Vital Signs,mmHg,Numeric,,
4898,0.06692994083163663,228577,Impaired Skin #2- Type,Impaired Skin #2- Type,chartevents,Skin - Impairment,,Text,,
4897,0.06691627608258974,224910,Impaired Skin Drainage Amount #3,Site Drainage Amount #3,chartevents,Skin - Impairment,,Text,,
4893,0.0668616170864022,224994,Incision Appearance #3,Incision Appearance #3,chartevents,Skin - Incisions,,Text,,
4870,0.06654732785832389,226889,Legal Guardian,Legal Guardian,chartevents,General,,Checkbox,,
4829,0.06598707314740165,226109,Cordis/Introducer placed in outside facility,Cordis/Introducer placed in outside facility,chartevents,Access Lines - Invasive,,Checkbox,,
4821,0.06587775515502657,225309,ART BP Systolic,ART BP Systolic,chartevents,Routine Vital Signs,mmHg,Numeric,,
4801,0.0656044601740889,225310,ART BP Diastolic,ART BP Diastolic,chartevents,Routine Vital Signs,mmHg,Numeric,,
4775,0.06524917669886993,225014,Incision Drainage #3,Incision Drainage #3,chartevents,Skin - Incisions,,Text,,
4729,0.06462059824271327,225237,16 Gauge Site Appear,16 Gauge Site Appear,chartevents,Access Lines - Peripheral,,Text,,
4726,0.06457960399557262,225005,Incision Closure #3,Incision Closure #3,chartevents,Skin - Incisions,,Text,,
4706,0.06430630901463495,225651,Direct Bilirubin,Direct Bilirubin,chartevents,Labs,None,Numeric,,
4706,0.06430630901463495,224025,Spiritual Support,Spiritual Support,chartevents,Restraint/Support Systems,,Text,,
4611,0.06300815785518099,228714,Bladder scanned,Bladder scanned,chartevents,GI/GU,,Text,,
4609,0.06298082835708722,224959,Impaired Skin Wound Base #3,Site/Wound Base #3,chartevents,Skin - Impairment,,Text,,
4608,0.06296716360804033,228763,Pressure ulcer #1- Drainage amount,Pressure ulcer #1- Drainage amount,chartevents,Skin - Impairment,,Text,,
4548,0.06214727866522731,228773,Pressure ulcer #1- Odor,Pressure ulcer #1- Odor,chartevents,Skin - Impairment,,Checkbox,,
4541,0.062051625421899126,225684,Serum Osmolality,Serum Osmolality,chartevents,Labs,None,Numeric,,
4493,0.06139571746764871,228229,PAR-Activity,PAR-Activity,chartevents,Routine Vital Signs,,Text,,
4489,0.06134105847146117,229858,Therapeutic Bed,Therapeutic Bed,chartevents,Treatments,,Text,,
4489,0.06134105847146117,228234,PAR-Respiration,PAR-Respiration,chartevents,Routine Vital Signs,,Text,,
4482,0.06124540522813299,228231,PAR-Consciousness,PAR-Consciousness,chartevents,Routine Vital Signs,,Text,,
4467,0.06104043399242973,228230,PAR-Circulation,PAR-Circulation,chartevents,Routine Vital Signs,,Text,,
4443,0.06071248001530452,229689,CPOT-Pain Assessment Method,CPOT-Pain Assessment Method,chartevents,Pain/Sedation,,Text,,
4413,0.060302537543898006,228232,PAR-Oxygen saturation,PAR-Oxygen saturation,chartevents,Routine Vital Signs,,Text,,
4402,0.06015222530438229,227585,GI Guaiac,GI Guaiac,chartevents,GI/GU,,Text,,
4393,0.060029242562960335,227752,Cordis/Introducer Placement Confirmed by X-ray,Cordis/Introducer Placement Confirmed by X-ray,chartevents,Access Lines - Invasive,,Text,,
4387,0.059947254068679026,224121,22 Gauge Reason Discontinued,22 Gauge Reason Discontinued,chartevents,Access Lines - Peripheral,,Text,,
4381,0.059865265574397725,224924,Impaired Skin Odor #3,Odor #3,chartevents,Skin - Impairment,,Checkbox,,
4352,0.0594689878520381,228723,Pressure ulcer #1- Length,Pressure ulcer #1- Length,chartevents,Skin - Impairment,cm,Numeric,,
4340,0.05930501086347549,224632,Tunneling Present #1,Tunneling Present #1,chartevents,Skin - Impairment,,Text,,
4338,0.059277681365381724,224043,Incision Cleansing #1,Incision Cleansing #1,chartevents,Skin - Incisions,,Text,,
4325,0.05910003962777224,228993,Discharge NCP - Expected outcomes,Discharge NCP - Expected outcomes,chartevents,Care Plans,,Text,,
4305,0.05882674464683456,228620,Pressure Ulcer #1- Width,Pressure Ulcer #1-  Width,chartevents,Skin - Impairment,cm,Numeric,,
4282,0.058512455418756236,224106,Cooling Device,Cooling Device,chartevents,Treatments,,Text,,
4274,0.05840313742638117,228997,Discharge NCP - Interventions,Discharge NCP - Interventions,chartevents,Care Plans,,Text,,
4271,0.05836214317924052,229698,CPOT-Facial Expression (CPOTb),Facial Expression,chartevents,Pain/Sedation,,Text,,
4266,0.05829381943400609,229696,CPOT-Body Movements (CPOTb),Body Movements,chartevents,Pain/Sedation,,Text,,
4263,0.05825282518686544,228419,Compression device # 1,Compression device # 1,chartevents,Cardiovascular,,Text,,
4257,0.05817083669258414,229691,CPOT-Muscle Tension (CPOTb),Muscle Tension,chartevents,Pain/Sedation,,Text,,
4245,0.058006859704021536,227668,Side Rails_V2,Side Rails_V2,chartevents,Restraint/Support Systems,,Text,,
4238,0.05791120646069335,229695,CPOT-Vocalization (CPOTb),Vocalization,chartevents,Pain/Sedation,,Text,,
4236,0.057883876962599584,224888,Impaired Skin Cleanse #2,Site Cleanse #2,chartevents,Skin - Impairment,,Text,,
4233,0.05784288271545893,228519,Impaired Skin #2- Cleanse,Impaired Skin #2- Cleanse,chartevents,Skin - Impairment,,Text,,
4191,0.057268963255489816,223810,Paroxysmal Sweats,Paroxysmal Sweats,chartevents,Toxicology,,Text,,
4188,0.05722796900834916,223806,Tremor (CIWA),Tremor,chartevents,Toxicology,,Text,,
4181,0.05713231576502097,223805,Nausea and Vomiting (CIWA),Nausea and Vomiting,chartevents,Toxicology,,Text,,
4180,0.05711865101597409,223811,Anxiety,Anxiety,chartevents,Toxicology,,Text,,
4180,0.05711865101597409,223817,Agitation,Agitation,chartevents,Toxicology,,Text,,
4169,0.05696833877645837,220603,Cholesterol,Cholesterol,chartevents,Labs,None,Numeric,,
4152,0.05673603804266135,223824,Seizure,Seizure,chartevents,Toxicology,,Text,,
4147,0.056667714297426924,223814,Auditory Disturbance,Auditory Disturbance,chartevents,Toxicology,,Text,,
4147,0.056667714297426924,223818,Tactile Disturbances,Tactile Disturbances,chartevents,Toxicology,,Text,,
4144,0.056626720050286274,223819,Visual Disturbances,Visual Disturbances,chartevents,Toxicology,,Text,,
4142,0.056599390552192506,223820,Headache,Headache,chartevents,Toxicology,,Text,,
4129,0.05642174881458302,225722,Arterial Line Tip Cultured,Arterial Line Tip Cultured,chartevents,Access Lines - Invasive,,Checkbox,,
4105,0.05609379483745781,228783,Pressure ulcer #1- Cleanse,Pressure ulcer #1- Cleanse,chartevents,Skin - Impairment,,Text,,
4104,0.05608013008841092,223823,Insomnia,Insomnia,chartevents,Toxicology,,Text,,
4103,0.05606646533936404,223821,Orient/Clouding Sensory,Orient/Clouding Sensory,chartevents,Toxicology,,Text,,
4079,0.055738511362238834,229097,Discharge NCP - Problem resolved,Discharge NCP - Problem resolved,chartevents,Care Plans,,Text,,
4073,0.05565652286795753,229096,Discharge NCP - Plan revised,Discharge NCP - Plan revised,chartevents,Care Plans,,Text,,
4043,0.05524658039655102,228561,Incision #3- Location,Incision #3- Location,chartevents,Skin - Incisions,,Text,,
4030,0.05506893865894153,229324,CAM-ICU Disorganized thinking,CAM-ICU Disorganized thinking,chartevents,Pain/Sedation,,Text,,
4030,0.05506893865894153,225052,Cooling Device Status,Cooling Device Status,chartevents,Treatments,,Text,,
4001,0.0546726609365819,220624,HDL,HDL,chartevents,Labs,None,Numeric,,
3980,0.05438570120659734,228573,Incision #3- Treatment,Incision #3- Treatment,chartevents,Skin - Incisions,,Text,,
3934,0.053757122750440686,224916,Impaired Skin Length #2,Site Length #2,chartevents,Skin - Impairment,cm,Numeric,,
3900,0.05329252128284664,227516,PO2 (Mixed Venous),PO2 (Mixed Venous),chartevents,Labs,mmHg,Numeric,,
3879,0.05300556155286208,228498,Impaired Skin #3- Location,Impaired Skin #3- Location,chartevents,Skin - Impairment,,Text,,
3861,0.05275959607001817,225019,Incision Drainage Amount #3,Incision Drainage Amount #3,chartevents,Skin - Incisions,,Text,,
3854,0.052663942826689986,228596,Incision #3- Dressing Status,Incision #3- Dressing Status,chartevents,Skin - Incisions,,Text,,
3827,0.05229499460242413,225671,LDL calculated,LDL calculated,chartevents,Labs,None,Numeric,,
3810,0.0520626938686271,224788,GI #2 Tube Type,GI #2 Tube Type,chartevents,GI/GU,,Text,,
3809,0.05204902911958022,223825,Sustained Nystagmus,Sustained Nystagmus,chartevents,Toxicology,,Text,,
3796,0.05187138738197073,223829,Drowsiness,Drowsiness,chartevents,Toxicology,,Text,,
3794,0.051844057883876964,224631,Pressure Ulcer Stage #1,Pressure Ulcer Stage #1,chartevents,Skin - Impairment,,Text,,
3791,0.05180306363673631,223828,Slurred Speech,Slurred Speech,chartevents,Toxicology,,Text,,
3783,0.051693745644361244,224441,GI #2 Intub Site,GI #2 Intub Site,chartevents,GI/GU,,Text,,
3781,0.05166641614626748,228833,Pressure ulcer #1- Tunneling present,Pressure ulcer #1- Tunneling present,chartevents,Skin - Impairment,,Text,,
3768,0.051488774408657983,229703,CPOT-Pain Management,CPOT-Pain Management,chartevents,Pain/Sedation,,Text,,
3757,0.051338462169142264,224789,GI #2 Tube Status,GI #2 Tube Status,chartevents,GI/GU,,Text,,
3753,0.05128380317295473,229663,Pinsp (Hamilton),Pinsp (Hamilton),chartevents,Respiratory,cmH2O,Numeric,,
3749,0.051229144176767195,224951,Impaired Skin Width #2,Site Width #2,chartevents,Skin - Impairment,cm,Numeric,,
3749,0.051229144176767195,224931,Impaired Skin Site #3,Site #3,chartevents,Skin - Impairment,,Text,,
3740,0.05110616143534524,224633,Undermining Present #1,Undermining Present #1,chartevents,Skin - Impairment,,Text,,
3737,0.051065167188204585,229660,RCexp (Measured Time Constant),RCexp (Measured Time Constant),chartevents,Respiratory,sec,Numeric,,
3736,0.0510515024391577,229662,Pminimum,Pminimum,chartevents,Respiratory,None,Numeric,,
3729,0.05095584919582952,229661,Compliance,Compliance,chartevents,Respiratory,cmH2O/L/seconds,Numeric,,
3724,0.0508875254505951,229665,Resistance Insp,Resistance Insp,chartevents,Respiratory,cmH2O/L/seconds,Numeric,,
3721,0.05084653120345445,229664,Resistance Exp,Resistance Exp,chartevents,Respiratory,cmH2O/L/seconds,Numeric,,
3687,0.0503819297358604,223827,Ataxia,Ataxia,chartevents,Toxicology,,Text,,
3676,0.05023161749634468,224945,Impaired Skin Type #3,Type #3,chartevents,Skin - Impairment,,Text,,
3672,0.050176958500157146,225236,16 Gauge Reason Discontinued,16 Gauge Reason Discontinued,chartevents,Access Lines - Peripheral,,Text,,
3640,0.049739686530656864,227130,Trach Care,Trach Care,chartevents,Respiratory,,Checkbox,,
3637,0.04969869228351621,223939,Brachial Pulse R,Brachial Pulse R,chartevents,Cardiovascular (Pulses),,Text,,
3631,0.04961670378923491,227473,Incision Site #2,Incision Site #2,chartevents,Skin - Incisions,,Text,,
3619,0.04945272680067231,223772,SvO2,SvO2,chartevents,Hemodynamics,%,Numeric,60.0,80.0
3610,0.04932974405925035,223921,Neuro Symptoms,Neuro Symptoms,chartevents,Neurological,,Text,,
3563,0.048687500854046814,226479,Ectopy Type 2,Ectopy Type 2,chartevents,Routine Vital Signs,,Text,,
3545,0.04844153537120291,228531,Impaired Skin #3- Treatment,Impaired Skin #3- Treatment,chartevents,Skin - Impairment,,Text,,
3527,0.048195569888359,225323,Dialysis Catheter Site Appear,Dialysis Catheter Site Appear,chartevents,Access Lines - Invasive,,Text,,
3519,0.04808625189598393,223940,Femoral Pulse R,Femoral Pulse R,chartevents,Cardiovascular (Pulses),,Text,,
3511,0.04797693390360886,223944,Brachial Pulse L,Brachial Pulse L,chartevents,Cardiovascular (Pulses),,Text,,
3503,0.04786761591123379,229476,PICC Line Power PICC,PICC Line Power PICC,chartevents,Access Lines - Invasive,,Checkbox,,
3475,0.047485002937921045,227463,Cortisol,Cortisol,chartevents,Labs,None,Numeric with tag,,
3418,0.046706112242248674,225023,Incision Dressing #2,Incision Dressing #2,chartevents,Skin - Incisions,,Text,,
3403,0.04650114100654541,224414,TOF Twitch,TOF Twitch,chartevents,Pain/Sedation,,Text,,
3390,0.046323499268935926,224173,MDI #2 Drug,MDI #2 Drug,chartevents,Respiratory,,Text,,
3367,0.0460092100408576,228843,Pressure ulcer #1- Undermining present,Pressure ulcer #1- Undermining present,chartevents,Skin - Impairment,,Text,,
3324,0.045421625831841596,225355,PA Catheter Site Appear,PA Catheter Site Appear,chartevents,Access Lines - Invasive,,Text,,
3309,0.04521665459613834,226846,Feeding Weight,Feeding Weight,chartevents,General,kg,Numeric,,
3306,0.04517566034899769,225028,Dressing Status #2,Dressing Status #2,chartevents,Skin - Incisions,,Text,,
3303,0.04513466610185704,225357,PA Catheter Waveform Appear,PA Catheter Waveform Appear,chartevents,Access Lines - Invasive,,Text,,
3301,0.04510733660376327,227351,PA Catheter Dressing Occlusive,PA Catheter Dressing Occlusive,chartevents,Access Lines - Invasive,,Checkbox,,
3286,0.04490236536806001,224439,Chest Tube Site #3,Chest Tube Site #3,chartevents,Pulmonary,,Text,,
3279,0.04480671212473183,228854,Impaired Skin #2- Type,Impaired Skin #2- Type,chartevents,Skin - Impairment,,Text,,
3271,0.04469739413235676,229386,Cerebellar - Finger -> Nose,Cerebellar - Finger -> Nose,chartevents,Neurological,,Text,,
3246,0.04435577540618466,224904,Impaired Skin Drainage #4,Site Drainage #4,chartevents,Skin - Impairment,,Text,,
3242,0.04430111640999713,224327,PCA medication,PCA medication,chartevents,Pain/Sedation,,Text,,
3240,0.04427378691190336,224938,Impaired Skin Treatment #3,Site Treatment #3,chartevents,Skin - Impairment,,Text,,
3229,0.04412347467238764,224328,PCA dose,PCA dose,chartevents,Pain/Sedation,None,Numeric,,
3228,0.04410980992334076,226118,Dialysis Catheter placed in outside facility,Dialysis Cath placed in outside facility,chartevents,Access Lines - Invasive,,Checkbox,,
3222,0.044027821429059456,224329,PCA lockout (min),PCA lockout (min),chartevents,Pain/Sedation,min,Numeric,,
3218,0.04397316243287192,224330,PCA 1 hour limit,PCA 1 hour limit,chartevents,Pain/Sedation,None,Numeric,,
3217,0.04395949768382504,228233,PAR-Remain sedated,PAR-Remain sedated,chartevents,Routine Vital Signs,,Checkbox,,
3202,0.04375452644812178,229636,Test Performed (AM-PAC),Test Performed (AM-PAC),chartevents,Treatments,,Text,,
3196,0.043672537953840476,227111,PCA  dose units,PCA dose units,chartevents,Pain/Sedation,,Text,,
3189,0.04357688471051229,228566,Incision #2- Cleanse,Incision #2- Cleanse,chartevents,Skin - Incisions,,Text,,
3176,0.043399242972902805,225729,Multi Lumen Line Tip Cultured,Multi Lumen Line Tip Cultured,chartevents,Access Lines - Invasive,,Checkbox,,
3168,0.043289924980527736,224109,Cervical Collar Type,Cervical Collar Type,chartevents,Treatments,,Text,,
3165,0.04324893073338708,229538,PICC - Heparin Dependent,PICC - Heparin Dependent,chartevents,Access Lines - Invasive,,Checkbox,,
3161,0.043194271737199544,229638,Discharge Recommendations (AM-PAC),Discharge Recommendations (AM-PAC),chartevents,Treatments,,Text,,
3150,0.043043959497683824,226480,Ectopy Frequency 2,Ectopy Frequency 2,chartevents,Routine Vital Signs,,Text,,
3148,0.04301662999959006,225358,PA Catheter Zero/Calibrate,PA Catheter Zero/Calibrate,chartevents,Access Lines - Invasive,,Checkbox,,
3119,0.042620352277230426,224663,PCA attempt,PCA attempt,chartevents,Pain/Sedation,None,Numeric,,
3119,0.042620352277230426,223945,Femoral Pulse L,Femoral Pulse L,chartevents,Cardiovascular (Pulses),,Text,,
3115,0.04256569328104289,227113,PCA 1 hour limit units,PCA 1 hour limit units,chartevents,Pain/Sedation,,Text,,
3114,0.04255202853199601,229633,Basic Mobility (AM-PAC),Basic Mobility (AM-PAC),chartevents,Treatments,,Text,,
3114,0.04255202853199601,224332,PCA inject,PCA inject,chartevents,Pain/Sedation,None,Numeric,,
3105,0.042429045790574056,220088,Cardiac Output (thermodilution),CO (thermodilution),chartevents,Hemodynamics,L/min,Numeric,4.0,8.0
3083,0.04212842131154261,224172,MDI #2 Puff,MDI #2 Puff,chartevents,Respiratory,None,Numeric,,
3077,0.04204643281726131,224110,Cervical Collar Status,Cervical Collar Status,chartevents,Treatments,,Text,,
3058,0.04178680258537052,224665,PCA total dose,PCA total dose,chartevents,Pain/Sedation,None,Numeric,,
3034,0.04145884860824531,227781,Impaired Skin  - Dressing Status #2,Impaired Skin  - Dressing Status #2,chartevents,Skin - Impairment,,Text,,
3021,0.04128120687063582,224379,PCA cleared,PCA cleared,chartevents,Pain/Sedation,,Text,,
3015,0.04119921837635452,229124,Altered Sensory Perception NCP - Expected Outcomes,ASP NCP - Expected Outcomes,chartevents,Care Plans,,Text,,
3000,0.04099424714065126,229126,Altered Sensory Perception NCP - Interventions,ASP NCP - Interventions,chartevents,Care Plans,,Text,,
2992,0.04088492914827619,229129,Altered Sensory Perception NCP - Problem resolved,ASP NCP - Problem resolved,chartevents,Care Plans,,Text,,
2984,0.04077561115590112,223801,NMB Medication,NMB Medication,chartevents,Pain/Sedation,,Text,,
2980,0.04072095215971359,227578,BiPap Mask,BiPap Mask,chartevents,Respiratory,,Text,,
2977,0.04067995791257294,228413,Seizure Activity,Seizure Activity,chartevents,Neurological,,Text,,
2972,0.04061163416733852,226114,PA Catheter placed in outside facility,PA Catheter placed in outside facility,chartevents,Access Lines - Invasive,,Checkbox,,
2949,0.04029734493926019,229128,Altered Sensory Perception NCP - Plan revised,ASP NCP - Plan revised,chartevents,Care Plans,,Text,,
2946,0.04025635069211954,227117,PCA total dose units,PCA total dose units,chartevents,Pain/Sedation,,Text,,
2932,0.04006504420546317,227757,PA Catheter Placement Confirmed by X-ray,PA Catheter Placement Confirmed by X-ray,chartevents,Access Lines - Invasive,,Text,,
2929,0.04002404995832252,227700,Safety Measures,Safety Measures,chartevents,Restraint/Support Systems,,Text,,
2925,0.03996939096213498,224829,Trach Tube Type,Trach Tube Type,chartevents,Respiratory,,Text,,
2892,0.03951845424358782,227446,Brain Natiuretic Peptide (BNP),Brain Natiuretic Peptide (BNP),chartevents,Labs,None,Numeric with tag,,
2886,0.03943646574930652,224830,Trach Tube Manufacturer,Trach Tube Manufacturer,chartevents,Respiratory,,Text,,
2876,0.039299818258837674,229344,Impaired Mobility NCP - Expected outcomes,IM NCP - Expected outcomes,chartevents,Care Plans,,Text,,
2872,0.03924515926265014,224831,Trach Tube Size (I.D.),Trach Tube Size (I.D.),chartevents,Respiratory,,Text,,
2840,0.038807887293149865,228309,GI #2 Tube Place Check,GI #2 Tube Place Check,chartevents,GI/GU,,Text,,
2821,0.03854825706125907,224842,Cardiac Output (CCO),CO (CCO),chartevents,Hemodynamics,L/min,Numeric,4.0,8.0
2789,0.03811098509175879,224974,Surrounding Tissue #4,Surrounding Tissue #4,chartevents,Skin - Impairment,,Text,,
2777,0.037947008103196185,226329,Blood Temperature CCO (C),Blood Temp CCO (C),chartevents,Routine Vital Signs,°C,Numeric,,
2754,0.037632718875117856,229347,Impaired Mobility  NCP - Interventions,IM NCP - Interventions,chartevents,Care Plans,,Text,,
2728,0.03727743539989888,229699,CPOT-Facial Expression (CPOTa),Facial Expression-Post,chartevents,Pain/Sedation,,Text,,
2720,0.037168117407523814,229350,Impaired Mobility NCP - Plan revised,IM NCP - Plan revised,chartevents,Care Plans,,Text,,
2718,0.03714078790943005,229697,CPOT-Body Movements (CPOTa),Body Movements-Post,chartevents,Pain/Sedation,,Text,,
2705,0.03696314617182055,229694,CPOT-Vocalization (CPOTa),Vocalization-Post,chartevents,Pain/Sedation,,Text,,
2700,0.036894822426586135,229692,CPOT-Muscle Tension (CPOTa),Muscle Tension-Post,chartevents,Pain/Sedation,,Text,,
2689,0.036744510187070416,227577,BiPap Mode,BiPap Mode,chartevents,Respiratory,,Text,,
2672,0.03651220945327339,229349,Impaired Mobility NCP - Problem resolved,IM NCP - Problem resolved,chartevents,Care Plans,,Text,,
2671,0.036498544704226504,224911,Impaired Skin Drainage Amount #4,Site Drainage Amount #4,chartevents,Skin - Impairment,,Text,,
2656,0.03629357346852325,227753,Dialysis Catheter Placement Confirmed by X-ray,Dialysis Catheter Placement Confirmed by X-ray,chartevents,Access Lines - Invasive,,Text,,
2629,0.03592462524425739,227579,BiPap EPAP,BiPap EPAP,chartevents,Respiratory,cmH2O,Numeric,,
2598,0.035501018023803996,224960,Impaired Skin Wound Base #4,Site/Wound Base #4,chartevents,Skin - Impairment,,Text,,
2579,0.0352413877919132,224661,Baseline Current/mA,Baseline Current/mA,chartevents,Pain/Sedation,mA,Numeric,,
2555,0.034913433814787995,228343,OCAT - Lips Tongue Gums Palate,OCAT - LTGP,chartevents,Treatments,,Text,,
2551,0.03485877481860045,228346,OCAT - Teeth,OCAT - Teeth,chartevents,Treatments,,Text,,
2544,0.03476312157527227,228344,"OCAT - Saliva secretions, Voice quality",OCAT - SSVQ,chartevents,Treatments,,Text,,
2544,0.03476312157527227,228345,OCAT - Swallow,OCAT - Swallow,chartevents,Treatments,,Text,,
2542,0.0347357920771785,227582,BiPap O2 Flow,BiPap O2 Flow,chartevents,Respiratory,L/min,Numeric,,
2526,0.034517156092428364,228550,Pressure Ulcer #2- Type,Pressure Ulcer #2- Type,chartevents,Skin - Impairment,,Text,,
2461,0.03362894740438092,228602,Impaired Skin #3- Dressing Status,Impaired Skin #3- Dressing Status,chartevents,Skin - Impairment,,Text,,
2440,0.03334198767439636,228507,Pressure Ulcer #2- Location,Pressure Ulcer #2- Location,chartevents,Skin - Impairment,,Text,,
2433,0.03324633443106818,227580,BiPap IPAP,BiPap IPAP,chartevents,Respiratory,cmH2O,Numeric,,
2415,0.033000368948224265,226457,Ultrafiltrate Output,Ultrafiltrate Output,chartevents,Dialysis,mL,Numeric,,
2413,0.0329730394501305,224889,Impaired Skin Cleanse #3,Site Cleanse #3,chartevents,Skin - Impairment,,Text,,
2412,0.032959374701083614,224925,Impaired Skin Odor #4,Odor #4,chartevents,Skin - Impairment,,Checkbox,,
2412,0.032959374701083614,224563,Impaired Skin Depth #1,Site Depth #1,chartevents,Skin - Impairment,cm,Numeric,,
2408,0.03290471570489608,228310,GI #2 Tube Place Method,GI #2 Tube Place Method,chartevents,GI/GU,,Text,,
2407,0.032891050955849196,224418,Cuff Volume (mL),Cuff Volume (mL),chartevents,Respiratory,mL,Numeric,,
2405,0.03286372145775543,227686,Central Venous O2% Sat,Central Venous O2% Sat,chartevents,Labs,%,Numeric,,
2405,0.03286372145775543,223941,Popliteal Pulse R,Popliteal Pulse R,chartevents,Cardiovascular (Pulses),,Text,,
2384,0.03257676172777087,226499,Hemodialysis Output,Hemodialysis Output,chartevents,Dialysis,mL,Numeric,,
2367,0.032344460993973846,227583,Autoset/CPAP,Autoset/CPAP,chartevents,Respiratory,,Text,,
2335,0.031907189024473565,224716,SBT Stopped,SBT Stopped,chartevents,Respiratory,,Text,,
2313,0.031606564545442126,224810,CT #3 Suction Type,CT #3 Suction Type,chartevents,Pulmonary,,Text,,
2306,0.031510911302113934,229316,TOF Twitch,TOF Twitch,chartevents,Pain/Sedation,,Text,,
2302,0.0314562523059264,223946,Popliteal Pulse L,Popliteal Pulse L,chartevents,Cardiovascular (Pulses),,Text,,
2292,0.031319604815457563,227357,Dialysis Catheter Dressing Occlusive,Dialysis Catheter Dressing Occlusive,chartevents,Access Lines - Invasive,,Checkbox,,
2291,0.03130594006641068,224436,CT #3 Suction Amount,CT #3 Suction Amount,chartevents,Pulmonary,,Text,,
2271,0.031032645085473005,225048,Knee Location - Immobilizer,Knee Location - Immobilizer,chartevents,Treatments,,Text,,
2262,0.030909662344051052,223972,Angio Appearance # 2,Angio Appearance # 2,chartevents,Cardiovascular,,Text,,
2259,0.0308686680969104,228578,Impaired Skin #3- Type,Impaired Skin #3- Type,chartevents,Skin - Impairment,,Text,,
2253,0.030786679602629097,223971,Angio Site # 2,Angio Site # 2,chartevents,Cardiovascular,,Text,,
